[nltk_data] Downloading package punkt to /home/anurag/nltk_data...
[nltk_data]   Package punkt is already up-to-date!
/home/anurag/anaconda3/envs/med_vqa/lib/python3.11/site-packages/transformers/tokenization_utils_base.py:2354: FutureWarning: The `pad_to_max_length` argument is deprecated and will be removed in a future version, use `padding=True` or `padding='longest'` to pad to the longest sequence in the batch, or use `padding='max_length'` to pad to a max length. In this case, you can give a specific length with `max_length` (e.g. `max_length=45`) or leave max_length to None to pad to the maximal input size of the model (e.g. 512 for Bert).
  warnings.warn(
178
device cuda:1
Epoch 0/199
----------
| TRAIN SET | Epoch [01/200], Step[0000/0444], Loss: 6.1042, Top 1 Acc: 0.0000, Top 5 Acc: 0.0058, Bleu: 0.0000
| TRAIN SET | Epoch [175/200], Step[0270/0444], Loss: 0.5559, Top 1 Acc: 0.7897, Top 5 Acc: 0.9147, Bleu: 0.4635
| TRAIN SET | Epoch [175/200], Step[0280/0444], Loss: 0.6851, Top 1 Acc: 0.7428, Top 5 Acc: 0.9187, Bleu: 0.4365
| TRAIN SET | Epoch [175/200], Step[0290/0444], Loss: 0.5798, Top 1 Acc: 0.8250, Top 5 Acc: 0.8973, Bleu: 0.5161
| TRAIN SET | Epoch [175/200], Step[0300/0444], Loss: 0.5679, Top 1 Acc: 0.7770, Top 5 Acc: 0.9216, Bleu: 0.4592
| TRAIN SET | Epoch [175/200], Step[0310/0444], Loss: 0.6041, Top 1 Acc: 0.7672, Top 5 Acc: 0.9245, Bleu: 0.5120
| TRAIN SET | Epoch [175/200], Step[0320/0444], Loss: 0.6581, Top 1 Acc: 0.7672, Top 5 Acc: 0.9303, Bleu: 0.4389
| TRAIN SET | Epoch [175/200], Step[0330/0444], Loss: 0.4576, Top 1 Acc: 0.8013, Top 5 Acc: 0.9449, Bleu: 0.4304
| TRAIN SET | Epoch [175/200], Step[0340/0444], Loss: 0.5869, Top 1 Acc: 0.7643, Top 5 Acc: 0.9031, Bleu: 0.4514
| TRAIN SET | Epoch [175/200], Step[0350/0444], Loss: 0.6297, Top 1 Acc: 0.7406, Top 5 Acc: 0.9420, Bleu: 0.4376
| TRAIN SET | Epoch [175/200], Step[0360/0444], Loss: 0.4925, Top 1 Acc: 0.8036, Top 5 Acc: 0.9100, Bleu: 0.5372
| TRAIN SET | Epoch [175/200], Step[0370/0444], Loss: 0.3614, Top 1 Acc: 0.8853, Top 5 Acc: 0.9507, Bleu: 0.5524
| TRAIN SET | Epoch [175/200], Step[0380/0444], Loss: 0.7591, Top 1 Acc: 0.7556, Top 5 Acc: 0.8962, Bleu: 0.4179
| TRAIN SET | Epoch [175/200], Step[0390/0444], Loss: 0.3945, Top 1 Acc: 0.8163, Top 5 Acc: 0.9042, Bleu: 0.5070
| TRAIN SET | Epoch [175/200], Step[0400/0444], Loss: 0.6213, Top 1 Acc: 0.8042, Top 5 Acc: 0.9332, Bleu: 0.4332
| TRAIN SET | Epoch [175/200], Step[0410/0444], Loss: 0.5372, Top 1 Acc: 0.8297, Top 5 Acc: 0.9234, Bleu: 0.5157
| TRAIN SET | Epoch [175/200], Step[0420/0444], Loss: 0.6552, Top 1 Acc: 0.7868, Top 5 Acc: 0.9158, Bleu: 0.4752
| TRAIN SET | Epoch [175/200], Step[0430/0444], Loss: 0.6320, Top 1 Acc: 0.7475, Top 5 Acc: 0.9420, Bleu: 0.4686
| TRAIN SET | Epoch [175/200], Step[0440/0444], Loss: 0.6995, Top 1 Acc: 0.7857, Top 5 Acc: 0.8765, Bleu: 0.4150
train Loss: 0.5811 Top 1 Acc: 0.7838 Top 5 Acc: 0.9155 Bleu: 0.4664
| VALID SET | Epoch [175/200], Step[0000/0031], Loss: 0.9234, Top 1 Acc: 0.6406, Top 5 Acc: 0.8594, Bleu: 0.3290
| VALID SET | Epoch [175/200], Step[0010/0031], Loss: 0.9468, Top 1 Acc: 0.7031, Top 5 Acc: 0.9062, Bleu: 0.3959
| VALID SET | Epoch [175/200], Step[0020/0031], Loss: 0.9353, Top 1 Acc: 0.6094, Top 5 Acc: 0.9219, Bleu: 0.3640
| VALID SET | Epoch [175/200], Step[0030/0031], Loss: 0.6229, Top 1 Acc: 0.7344, Top 5 Acc: 0.9531, Bleu: 0.4003
valid Loss: 0.8082 Top 1 Acc: 0.6710 Top 5 Acc: 0.9225 Bleu: 0.3880
Epoch 175/199
----------
| TRAIN SET | Epoch [176/200], Step[0000/0444], Loss: 0.5647, Top 1 Acc: 0.7966, Top 5 Acc: 0.8875, Bleu: 0.4452
| TRAIN SET | Epoch [176/200], Step[0010/0444], Loss: 0.4385, Top 1 Acc: 0.7955, Top 5 Acc: 0.9303, Bleu: 0.4606
| TRAIN SET | Epoch [176/200], Step[0020/0444], Loss: 0.4996, Top 1 Acc: 0.8024, Top 5 Acc: 0.9002, Bleu: 0.5004
| TRAIN SET | Epoch [176/200], Step[0030/0444], Loss: 0.3747, Top 1 Acc: 0.8442, Top 5 Acc: 0.9536, Bleu: 0.5064
| TRAIN SET | Epoch [176/200], Step[0040/0444], Loss: 0.5974, Top 1 Acc: 0.7672, Top 5 Acc: 0.9176, Bleu: 0.4554
| TRAIN SET | Epoch [176/200], Step[0050/0444], Loss: 0.6261, Top 1 Acc: 0.7614, Top 5 Acc: 0.8962, Bleu: 0.4941
| TRAIN SET | Epoch [176/200], Step[0060/0444], Loss: 0.4957, Top 1 Acc: 0.7828, Top 5 Acc: 0.9234, Bleu: 0.5018
| TRAIN SET | Epoch [176/200], Step[0070/0444], Loss: 0.5067, Top 1 Acc: 0.7915, Top 5 Acc: 0.9147, Bleu: 0.4196
| TRAIN SET | Epoch [176/200], Step[0080/0444], Loss: 0.5456, Top 1 Acc: 0.7643, Top 5 Acc: 0.9020, Bleu: 0.4613
| TRAIN SET | Epoch [176/200], Step[0090/0444], Loss: 0.3872, Top 1 Acc: 0.8638, Top 5 Acc: 0.9420, Bleu: 0.4438
| TRAIN SET | Epoch [176/200], Step[0100/0444], Loss: 1.0700, Top 1 Acc: 0.7047, Top 5 Acc: 0.8678, Bleu: 0.4412
| TRAIN SET | Epoch [176/200], Step[0110/0444], Loss: 0.8411, Top 1 Acc: 0.7007, Top 5 Acc: 0.9147, Bleu: 0.3739
| TRAIN SET | Epoch [176/200], Step[0120/0444], Loss: 0.4242, Top 1 Acc: 0.8649, Top 5 Acc: 0.8962, Bleu: 0.5184
| TRAIN SET | Epoch [176/200], Step[0130/0444], Loss: 0.5258, Top 1 Acc: 0.8286, Top 5 Acc: 0.9536, Bleu: 0.4789
| TRAIN SET | Epoch [176/200], Step[0140/0444], Loss: 0.5046, Top 1 Acc: 0.8424, Top 5 Acc: 0.9205, Bleu: 0.5300
| TRAIN SET | Epoch [176/200], Step[0150/0444], Loss: 0.5441, Top 1 Acc: 0.8268, Top 5 Acc: 0.9176, Bleu: 0.5204
| TRAIN SET | Epoch [176/200], Step[0160/0444], Loss: 0.4329, Top 1 Acc: 0.7672, Top 5 Acc: 0.9303, Bleu: 0.4526
| TRAIN SET | Epoch [176/200], Step[0170/0444], Loss: 0.6129, Top 1 Acc: 0.7330, Top 5 Acc: 0.8875, Bleu: 0.4404
| TRAIN SET | Epoch [176/200], Step[0180/0444], Loss: 0.6473, Top 1 Acc: 0.7174, Top 5 Acc: 0.9002, Bleu: 0.4481
| TRAIN SET | Epoch [176/200], Step[0190/0444], Loss: 0.6231, Top 1 Acc: 0.7897, Top 5 Acc: 0.9089, Bleu: 0.4351
| TRAIN SET | Epoch [176/200], Step[0200/0444], Loss: 0.5312, Top 1 Acc: 0.7770, Top 5 Acc: 0.9089, Bleu: 0.4518
| TRAIN SET | Epoch [176/200], Step[0210/0444], Loss: 0.5987, Top 1 Acc: 0.8170, Top 5 Acc: 0.8893, Bleu: 0.4675
| TRAIN SET | Epoch [176/200], Step[0220/0444], Loss: 0.6523, Top 1 Acc: 0.7759, Top 5 Acc: 0.8951, Bleu: 0.4376
| TRAIN SET | Epoch [176/200], Step[0230/0444], Loss: 0.4623, Top 1 Acc: 0.7741, Top 5 Acc: 0.9060, Bleu: 0.4554
| TRAIN SET | Epoch [176/200], Step[0240/0444], Loss: 0.7587, Top 1 Acc: 0.7446, Top 5 Acc: 0.9292, Bleu: 0.4302
| TRAIN SET | Epoch [176/200], Step[0250/0444], Loss: 0.6431, Top 1 Acc: 0.7486, Top 5 Acc: 0.9332, Bleu: 0.4262
| TRAIN SET | Epoch [176/200], Step[0260/0444], Loss: 0.5610, Top 1 Acc: 0.8006, Top 5 Acc: 0.9031, Bleu: 0.4840
| TRAIN SET | Epoch [176/200], Step[0270/0444], Loss: 0.5261, Top 1 Acc: 0.7752, Top 5 Acc: 0.9042, Bleu: 0.4628
| TRAIN SET | Epoch [176/200], Step[0280/0444], Loss: 0.7201, Top 1 Acc: 0.7341, Top 5 Acc: 0.8759, Bleu: 0.4268
| TRAIN SET | Epoch [176/200], Step[0290/0444], Loss: 0.6222, Top 1 Acc: 0.7457, Top 5 Acc: 0.9176, Bleu: 0.4592
| TRAIN SET | Epoch [176/200], Step[0300/0444], Loss: 0.5162, Top 1 Acc: 0.8268, Top 5 Acc: 0.9205, Bleu: 0.5183
| TRAIN SET | Epoch [176/200], Step[0310/0444], Loss: 0.5165, Top 1 Acc: 0.7203, Top 5 Acc: 0.9129, Bleu: 0.4308
| TRAIN SET | Epoch [176/200], Step[0320/0444], Loss: 0.3935, Top 1 Acc: 0.8540, Top 5 Acc: 0.9449, Bleu: 0.5393
| TRAIN SET | Epoch [176/200], Step[0330/0444], Loss: 0.5900, Top 1 Acc: 0.6705, Top 5 Acc: 0.9216, Bleu: 0.4011
| TRAIN SET | Epoch [176/200], Step[0340/0444], Loss: 0.8924, Top 1 Acc: 0.7018, Top 5 Acc: 0.8678, Bleu: 0.4123
| TRAIN SET | Epoch [176/200], Step[0350/0444], Loss: 0.6158, Top 1 Acc: 0.7839, Top 5 Acc: 0.8748, Bleu: 0.4108
| TRAIN SET | Epoch [176/200], Step[0360/0444], Loss: 0.7337, Top 1 Acc: 0.6879, Top 5 Acc: 0.8922, Bleu: 0.3032
| TRAIN SET | Epoch [176/200], Step[0370/0444], Loss: 0.6325, Top 1 Acc: 0.7134, Top 5 Acc: 0.9129, Bleu: 0.4303
| TRAIN SET | Epoch [176/200], Step[0380/0444], Loss: 0.7023, Top 1 Acc: 0.7018, Top 5 Acc: 0.9158, Bleu: 0.4462
| TRAIN SET | Epoch [176/200], Step[0390/0444], Loss: 0.4988, Top 1 Acc: 0.8384, Top 5 Acc: 0.9379, Bleu: 0.4855
| TRAIN SET | Epoch [176/200], Step[0400/0444], Loss: 0.4675, Top 1 Acc: 0.8424, Top 5 Acc: 0.9107, Bleu: 0.5158
| TRAIN SET | Epoch [176/200], Step[0410/0444], Loss: 0.5869, Top 1 Acc: 0.7527, Top 5 Acc: 0.8857, Bleu: 0.4384
| TRAIN SET | Epoch [176/200], Step[0420/0444], Loss: 0.5795, Top 1 Acc: 0.8170, Top 5 Acc: 0.9303, Bleu: 0.4911
| TRAIN SET | Epoch [176/200], Step[0430/0444], Loss: 0.4348, Top 1 Acc: 0.8308, Top 5 Acc: 0.9332, Bleu: 0.4722
| TRAIN SET | Epoch [176/200], Step[0440/0444], Loss: 0.7326, Top 1 Acc: 0.7417, Top 5 Acc: 0.9263, Bleu: 0.4078
train Loss: 0.5815 Top 1 Acc: 0.7822 Top 5 Acc: 0.9147 Bleu: 0.4646
| VALID SET | Epoch [176/200], Step[0000/0031], Loss: 0.7490, Top 1 Acc: 0.6875, Top 5 Acc: 0.9219, Bleu: 0.4381
| VALID SET | Epoch [176/200], Step[0010/0031], Loss: 0.8267, Top 1 Acc: 0.6250, Top 5 Acc: 0.8594, Bleu: 0.3837
| VALID SET | Epoch [176/200], Step[0020/0031], Loss: 0.9072, Top 1 Acc: 0.5938, Top 5 Acc: 0.8438, Bleu: 0.3229
| VALID SET | Epoch [176/200], Step[0030/0031], Loss: 1.0664, Top 1 Acc: 0.6094, Top 5 Acc: 0.8594, Bleu: 0.3726
valid Loss: 0.8268 Top 1 Acc: 0.6610 Top 5 Acc: 0.9145 Bleu: 0.3790
Epoch 176/199
----------
| TRAIN SET | Epoch [177/200], Step[0000/0444], Loss: 0.3857, Top 1 Acc: 0.8551, Top 5 Acc: 0.9478, Bleu: 0.5067
| TRAIN SET | Epoch [177/200], Step[0010/0444], Loss: 0.4160, Top 1 Acc: 0.8337, Top 5 Acc: 0.9118, Bleu: 0.5779
| TRAIN SET | Epoch [177/200], Step[0020/0444], Loss: 0.5517, Top 1 Acc: 0.7817, Top 5 Acc: 0.9361, Bleu: 0.4696
| TRAIN SET | Epoch [177/200], Step[0030/0444], Loss: 0.4935, Top 1 Acc: 0.7926, Top 5 Acc: 0.9245, Bleu: 0.4794
| TRAIN SET | Epoch [177/200], Step[0040/0444], Loss: 0.5024, Top 1 Acc: 0.8326, Top 5 Acc: 0.9234, Bleu: 0.4781
| TRAIN SET | Epoch [177/200], Step[0050/0444], Loss: 0.4706, Top 1 Acc: 0.7886, Top 5 Acc: 0.9332, Bleu: 0.5093
| TRAIN SET | Epoch [177/200], Step[0060/0444], Loss: 0.5766, Top 1 Acc: 0.7839, Top 5 Acc: 0.9031, Bleu: 0.4251
| TRAIN SET | Epoch [177/200], Step[0070/0444], Loss: 0.3199, Top 1 Acc: 0.7962, Top 5 Acc: 0.9507, Bleu: 0.4992
| TRAIN SET | Epoch [177/200], Step[0080/0444], Loss: 0.4073, Top 1 Acc: 0.8540, Top 5 Acc: 0.9281, Bleu: 0.4606
| TRAIN SET | Epoch [177/200], Step[0090/0444], Loss: 0.5412, Top 1 Acc: 0.7984, Top 5 Acc: 0.9049, Bleu: 0.4200
| TRAIN SET | Epoch [177/200], Step[0100/0444], Loss: 0.5070, Top 1 Acc: 0.7995, Top 5 Acc: 0.9002, Bleu: 0.4741
| TRAIN SET | Epoch [177/200], Step[0110/0444], Loss: 0.4826, Top 1 Acc: 0.8152, Top 5 Acc: 0.9274, Bleu: 0.4904
| TRAIN SET | Epoch [177/200], Step[0120/0444], Loss: 0.6642, Top 1 Acc: 0.7515, Top 5 Acc: 0.9060, Bleu: 0.3998
| TRAIN SET | Epoch [177/200], Step[0130/0444], Loss: 0.4915, Top 1 Acc: 0.8268, Top 5 Acc: 0.9420, Bleu: 0.4692
| TRAIN SET | Epoch [177/200], Step[0140/0444], Loss: 0.5409, Top 1 Acc: 0.7643, Top 5 Acc: 0.9205, Bleu: 0.4352
| TRAIN SET | Epoch [177/200], Step[0150/0444], Loss: 0.6358, Top 1 Acc: 0.7955, Top 5 Acc: 0.9194, Bleu: 0.5143
| TRAIN SET | Epoch [177/200], Step[0160/0444], Loss: 0.4295, Top 1 Acc: 0.8111, Top 5 Acc: 0.9303, Bleu: 0.4616
| TRAIN SET | Epoch [177/200], Step[0170/0444], Loss: 0.5938, Top 1 Acc: 0.7770, Top 5 Acc: 0.9060, Bleu: 0.4821
| TRAIN SET | Epoch [177/200], Step[0180/0444], Loss: 0.5943, Top 1 Acc: 0.7498, Top 5 Acc: 0.9147, Bleu: 0.4603
| TRAIN SET | Epoch [177/200], Step[0190/0444], Loss: 0.6656, Top 1 Acc: 0.7712, Top 5 Acc: 0.9245, Bleu: 0.4651
| TRAIN SET | Epoch [177/200], Step[0200/0444], Loss: 0.3752, Top 1 Acc: 0.8384, Top 5 Acc: 0.9263, Bleu: 0.5180
| TRAIN SET | Epoch [177/200], Step[0210/0444], Loss: 0.3686, Top 1 Acc: 0.8649, Top 5 Acc: 0.9361, Bleu: 0.5840
| TRAIN SET | Epoch [177/200], Step[0220/0444], Loss: 0.6013, Top 1 Acc: 0.8013, Top 5 Acc: 0.9361, Bleu: 0.4403
| TRAIN SET | Epoch [177/200], Step[0230/0444], Loss: 0.5256, Top 1 Acc: 0.7984, Top 5 Acc: 0.8951, Bleu: 0.4468
| TRAIN SET | Epoch [177/200], Step[0240/0444], Loss: 0.6316, Top 1 Acc: 0.7614, Top 5 Acc: 0.9332, Bleu: 0.4275
| TRAIN SET | Epoch [177/200], Step[0250/0444], Loss: 0.5477, Top 1 Acc: 0.7995, Top 5 Acc: 0.9245, Bleu: 0.4461
| TRAIN SET | Epoch [177/200], Step[0260/0444], Loss: 0.5661, Top 1 Acc: 0.7486, Top 5 Acc: 0.9147, Bleu: 0.4535
| TRAIN SET | Epoch [177/200], Step[0270/0444], Loss: 0.5608, Top 1 Acc: 0.7515, Top 5 Acc: 0.9100, Bleu: 0.5154
| TRAIN SET | Epoch [177/200], Step[0280/0444], Loss: 0.7172, Top 1 Acc: 0.7330, Top 5 Acc: 0.9002, Bleu: 0.4405
| TRAIN SET | Epoch [177/200], Step[0290/0444], Loss: 0.6218, Top 1 Acc: 0.7759, Top 5 Acc: 0.9165, Bleu: 0.4095
| TRAIN SET | Epoch [177/200], Step[0300/0444], Loss: 0.8203, Top 1 Acc: 0.7475, Top 5 Acc: 0.8707, Bleu: 0.4909
| TRAIN SET | Epoch [177/200], Step[0310/0444], Loss: 0.5641, Top 1 Acc: 0.8257, Top 5 Acc: 0.9321, Bleu: 0.4953
| TRAIN SET | Epoch [177/200], Step[0320/0444], Loss: 0.5478, Top 1 Acc: 0.6734, Top 5 Acc: 0.8631, Bleu: 0.3806
| TRAIN SET | Epoch [177/200], Step[0330/0444], Loss: 0.7812, Top 1 Acc: 0.7614, Top 5 Acc: 0.8765, Bleu: 0.4200
| TRAIN SET | Epoch [177/200], Step[0340/0444], Loss: 0.6616, Top 1 Acc: 0.7574, Top 5 Acc: 0.8991, Bleu: 0.4646
| TRAIN SET | Epoch [177/200], Step[0350/0444], Loss: 0.8690, Top 1 Acc: 0.6774, Top 5 Acc: 0.8799, Bleu: 0.4408
| TRAIN SET | Epoch [177/200], Step[0360/0444], Loss: 0.7434, Top 1 Acc: 0.7741, Top 5 Acc: 0.8904, Bleu: 0.4711
| TRAIN SET | Epoch [177/200], Step[0370/0444], Loss: 0.6419, Top 1 Acc: 0.7690, Top 5 Acc: 0.9205, Bleu: 0.4160
| TRAIN SET | Epoch [177/200], Step[0380/0444], Loss: 0.8640, Top 1 Acc: 0.6705, Top 5 Acc: 0.9002, Bleu: 0.4162
| TRAIN SET | Epoch [177/200], Step[0390/0444], Loss: 0.4751, Top 1 Acc: 0.7690, Top 5 Acc: 0.9390, Bleu: 0.4479
| TRAIN SET | Epoch [177/200], Step[0400/0444], Loss: 0.7646, Top 1 Acc: 0.7868, Top 5 Acc: 0.9216, Bleu: 0.5114
| TRAIN SET | Epoch [177/200], Step[0410/0444], Loss: 1.1410, Top 1 Acc: 0.6723, Top 5 Acc: 0.8453, Bleu: 0.4492
| TRAIN SET | Epoch [177/200], Step[0420/0444], Loss: 1.0227, Top 1 Acc: 0.6324, Top 5 Acc: 0.9332, Bleu: 0.3632
| TRAIN SET | Epoch [177/200], Step[0430/0444], Loss: 0.9388, Top 1 Acc: 0.6989, Top 5 Acc: 0.8777, Bleu: 0.4188
| TRAIN SET | Epoch [177/200], Step[0440/0444], Loss: 0.5696, Top 1 Acc: 0.7359, Top 5 Acc: 0.9031, Bleu: 0.4106
train Loss: 0.5985 Top 1 Acc: 0.7781 Top 5 Acc: 0.9125 Bleu: 0.4631
| VALID SET | Epoch [177/200], Step[0000/0031], Loss: 0.9317, Top 1 Acc: 0.5938, Top 5 Acc: 0.8750, Bleu: 0.3982
| VALID SET | Epoch [177/200], Step[0010/0031], Loss: 0.8875, Top 1 Acc: 0.5781, Top 5 Acc: 0.8906, Bleu: 0.3748
| VALID SET | Epoch [177/200], Step[0020/0031], Loss: 0.7710, Top 1 Acc: 0.6406, Top 5 Acc: 0.9219, Bleu: 0.3745
| VALID SET | Epoch [177/200], Step[0030/0031], Loss: 0.8349, Top 1 Acc: 0.6562, Top 5 Acc: 0.8750, Bleu: 0.3655
valid Loss: 0.8104 Top 1 Acc: 0.6600 Top 5 Acc: 0.9235 Bleu: 0.3844
Epoch 177/199
----------
| TRAIN SET | Epoch [178/200], Step[0000/0444], Loss: 0.6515, Top 1 Acc: 0.7515, Top 5 Acc: 0.9303, Bleu: 0.4746
| TRAIN SET | Epoch [178/200], Step[0010/0444], Loss: 0.8777, Top 1 Acc: 0.6989, Top 5 Acc: 0.8649, Bleu: 0.4306
| TRAIN SET | Epoch [178/200], Step[0020/0444], Loss: 0.6934, Top 1 Acc: 0.7591, Top 5 Acc: 0.9165, Bleu: 0.5403
| TRAIN SET | Epoch [178/200], Step[0030/0444], Loss: 0.4521, Top 1 Acc: 0.8297, Top 5 Acc: 0.9118, Bleu: 0.5464
| TRAIN SET | Epoch [178/200], Step[0040/0444], Loss: 0.6846, Top 1 Acc: 0.7515, Top 5 Acc: 0.9020, Bleu: 0.4269
| TRAIN SET | Epoch [178/200], Step[0050/0444], Loss: 0.4836, Top 1 Acc: 0.8053, Top 5 Acc: 0.9274, Bleu: 0.5123
| TRAIN SET | Epoch [178/200], Step[0060/0444], Loss: 0.6665, Top 1 Acc: 0.7886, Top 5 Acc: 0.9136, Bleu: 0.4983
| TRAIN SET | Epoch [178/200], Step[0070/0444], Loss: 0.5881, Top 1 Acc: 0.7839, Top 5 Acc: 0.9031, Bleu: 0.4180
| TRAIN SET | Epoch [178/200], Step[0080/0444], Loss: 0.5630, Top 1 Acc: 0.8042, Top 5 Acc: 0.9118, Bleu: 0.5153
| TRAIN SET | Epoch [178/200], Step[0090/0444], Loss: 0.5131, Top 1 Acc: 0.8366, Top 5 Acc: 0.9060, Bleu: 0.4970
| TRAIN SET | Epoch [178/200], Step[0100/0444], Loss: 0.6065, Top 1 Acc: 0.7185, Top 5 Acc: 0.8777, Bleu: 0.4375
| TRAIN SET | Epoch [178/200], Step[0110/0444], Loss: 0.6335, Top 1 Acc: 0.8482, Top 5 Acc: 0.9263, Bleu: 0.5227
| TRAIN SET | Epoch [178/200], Step[0120/0444], Loss: 0.3294, Top 1 Acc: 0.8777, Top 5 Acc: 0.9332, Bleu: 0.5671
| TRAIN SET | Epoch [178/200], Step[0130/0444], Loss: 0.3767, Top 1 Acc: 0.8308, Top 5 Acc: 0.9245, Bleu: 0.4959
| TRAIN SET | Epoch [178/200], Step[0140/0444], Loss: 0.7350, Top 1 Acc: 0.7515, Top 5 Acc: 0.8893, Bleu: 0.4466
| TRAIN SET | Epoch [178/200], Step[0150/0444], Loss: 0.6887, Top 1 Acc: 0.7984, Top 5 Acc: 0.9205, Bleu: 0.4822
| TRAIN SET | Epoch [178/200], Step[0160/0444], Loss: 0.3839, Top 1 Acc: 0.8435, Top 5 Acc: 0.9274, Bleu: 0.4941
| TRAIN SET | Epoch [178/200], Step[0170/0444], Loss: 0.5755, Top 1 Acc: 0.7897, Top 5 Acc: 0.9176, Bleu: 0.4854
| TRAIN SET | Epoch [178/200], Step[0180/0444], Loss: 0.5691, Top 1 Acc: 0.7654, Top 5 Acc: 0.8944, Bleu: 0.4369
| TRAIN SET | Epoch [178/200], Step[0190/0444], Loss: 0.4833, Top 1 Acc: 0.8308, Top 5 Acc: 0.9274, Bleu: 0.5570
| TRAIN SET | Epoch [178/200], Step[0200/0444], Loss: 0.3554, Top 1 Acc: 0.8435, Top 5 Acc: 0.9129, Bleu: 0.4731
| TRAIN SET | Epoch [178/200], Step[0210/0444], Loss: 0.7268, Top 1 Acc: 0.7828, Top 5 Acc: 0.9049, Bleu: 0.4556
| TRAIN SET | Epoch [178/200], Step[0220/0444], Loss: 0.7783, Top 1 Acc: 0.6966, Top 5 Acc: 0.9205, Bleu: 0.4608
| TRAIN SET | Epoch [178/200], Step[0230/0444], Loss: 0.4588, Top 1 Acc: 0.8388, Top 5 Acc: 0.9158, Bleu: 0.5015
| TRAIN SET | Epoch [178/200], Step[0240/0444], Loss: 0.5235, Top 1 Acc: 0.7614, Top 5 Acc: 0.9216, Bleu: 0.4687
| TRAIN SET | Epoch [178/200], Step[0250/0444], Loss: 0.6903, Top 1 Acc: 0.7377, Top 5 Acc: 0.9165, Bleu: 0.4317
| TRAIN SET | Epoch [178/200], Step[0260/0444], Loss: 0.6304, Top 1 Acc: 0.7545, Top 5 Acc: 0.9009, Bleu: 0.4481
| TRAIN SET | Epoch [178/200], Step[0270/0444], Loss: 0.5658, Top 1 Acc: 0.8042, Top 5 Acc: 0.8765, Bleu: 0.4462
| TRAIN SET | Epoch [178/200], Step[0280/0444], Loss: 0.6838, Top 1 Acc: 0.7087, Top 5 Acc: 0.8533, Bleu: 0.4442
| TRAIN SET | Epoch [178/200], Step[0290/0444], Loss: 0.4824, Top 1 Acc: 0.8199, Top 5 Acc: 0.9303, Bleu: 0.4796
| TRAIN SET | Epoch [178/200], Step[0300/0444], Loss: 0.6259, Top 1 Acc: 0.7556, Top 5 Acc: 0.9002, Bleu: 0.4890
| TRAIN SET | Epoch [178/200], Step[0310/0444], Loss: 0.6831, Top 1 Acc: 0.7574, Top 5 Acc: 0.9234, Bleu: 0.4174
| TRAIN SET | Epoch [178/200], Step[0320/0444], Loss: 0.5141, Top 1 Acc: 0.7567, Top 5 Acc: 0.8915, Bleu: 0.4219
| TRAIN SET | Epoch [178/200], Step[0330/0444], Loss: 0.5108, Top 1 Acc: 0.7926, Top 5 Acc: 0.9118, Bleu: 0.4233
| TRAIN SET | Epoch [178/200], Step[0340/0444], Loss: 0.8708, Top 1 Acc: 0.6832, Top 5 Acc: 0.8915, Bleu: 0.4003
| TRAIN SET | Epoch [178/200], Step[0350/0444], Loss: 0.5690, Top 1 Acc: 0.7556, Top 5 Acc: 0.8875, Bleu: 0.3733
| TRAIN SET | Epoch [178/200], Step[0360/0444], Loss: 1.3094, Top 1 Acc: 0.6254, Top 5 Acc: 0.8297, Bleu: 0.3797
| TRAIN SET | Epoch [178/200], Step[0370/0444], Loss: 1.2088, Top 1 Acc: 0.6429, Top 5 Acc: 0.8667, Bleu: 0.3985
| TRAIN SET | Epoch [178/200], Step[0380/0444], Loss: 1.1890, Top 1 Acc: 0.6509, Top 5 Acc: 0.8268, Bleu: 0.3870
| TRAIN SET | Epoch [178/200], Step[0390/0444], Loss: 0.7171, Top 1 Acc: 0.7330, Top 5 Acc: 0.9303, Bleu: 0.4363
| TRAIN SET | Epoch [178/200], Step[0400/0444], Loss: 0.9313, Top 1 Acc: 0.6890, Top 5 Acc: 0.8620, Bleu: 0.4425
| TRAIN SET | Epoch [178/200], Step[0410/0444], Loss: 0.6220, Top 1 Acc: 0.7359, Top 5 Acc: 0.8933, Bleu: 0.3818
| TRAIN SET | Epoch [178/200], Step[0420/0444], Loss: 0.5006, Top 1 Acc: 0.8384, Top 5 Acc: 0.9252, Bleu: 0.5214
| TRAIN SET | Epoch [178/200], Step[0430/0444], Loss: 0.6545, Top 1 Acc: 0.7486, Top 5 Acc: 0.9332, Bleu: 0.4395
| TRAIN SET | Epoch [178/200], Step[0440/0444], Loss: 0.3617, Top 1 Acc: 0.8308, Top 5 Acc: 0.9187, Bleu: 0.5037
train Loss: 0.6353 Top 1 Acc: 0.7681 Top 5 Acc: 0.9107 Bleu: 0.4565
| VALID SET | Epoch [178/200], Step[0000/0031], Loss: 0.7781, Top 1 Acc: 0.6406, Top 5 Acc: 0.9062, Bleu: 0.3359
| VALID SET | Epoch [178/200], Step[0010/0031], Loss: 0.4918, Top 1 Acc: 0.7812, Top 5 Acc: 0.9688, Bleu: 0.4316
| VALID SET | Epoch [178/200], Step[0020/0031], Loss: 0.9773, Top 1 Acc: 0.5469, Top 5 Acc: 0.8594, Bleu: 0.3506
| VALID SET | Epoch [178/200], Step[0030/0031], Loss: 0.4437, Top 1 Acc: 0.8281, Top 5 Acc: 0.9375, Bleu: 0.5082
valid Loss: 0.7755 Top 1 Acc: 0.6700 Top 5 Acc: 0.9250 Bleu: 0.3848
Epoch 178/199
----------
